,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,year,min_revenue,name_upper,name_lower
2554,633434235832938397,"Beautiful 3 bedroom cottage , with water access",460603323,Tim,Queens,Cambridge,45.73257,-66.04641,Entire home/apt,120,6,0,,,1,306,0,,,720,"BEAUTIFUL 3 BEDROOM COTTAGE , WITH WATER ACCESS","beautiful 3 bedroom cottage , with water access"
2555,633476850738181375,Bright downtown seaside retreat with ocean views,374369842,Krista And Gilles,Charlotte,Saint Andrews,45.07663,-67.058907,Entire home/apt,395,7,0,,,1,349,0,,,2765,BRIGHT DOWNTOWN SEASIDE RETREAT WITH OCEAN VIEWS,bright downtown seaside retreat with ocean views
2556,633761915834824180,Adorable 1-Bedroom up and down Apartment with Pool,114707123,Jeannette,Albert,Coverdale,46.06073,-64.80224,Entire home/apt,120,1,0,,,2,348,0,,,120,ADORABLE 1-BEDROOM UP AND DOWN APARTMENT WITH POOL,adorable 1-bedroom up and down apartment with pool
2557,634029719595330858,2-bedroom apartment with 5 min. walk to the beach,460748989,Yvonne,Kent,Richibucto,46.609909,-64.90995,Entire home/apt,110,1,0,,,1,303,0,,,110,2-BEDROOM APARTMENT WITH 5 MIN. WALK TO THE BEACH,2-bedroom apartment with 5 min. walk to the beach
2558,634552242214624715,Quiet 4 Bedroom with indoor fireplace.,450559523,Chantal,Northumberland,Alnwick,47.317745,-65.099785,Entire home/apt,120,3,0,,,1,346,0,,,360,QUIET 4 BEDROOM WITH INDOOR FIREPLACE.,quiet 4 bedroom with indoor fireplace.
2559,634557769281296704,Morel Executive Suites #8,160722820,Denis,Madawaska,Madawaska,47.365707,-68.32637,Entire home/apt,265,1,0,,,9,202,0,,,265,MOREL EXECUTIVE SUITES #8,morel executive suites #8
2560,634578261394699926,Morel Executive Suites #9,160722820,Denis,Madawaska,Madawaska,47.365707,-68.32637,Entire home/apt,114,1,4,2022-06-19,4.0,9,161,4,,2022.0,114,MOREL EXECUTIVE SUITES #9,morel executive suites #9
2561,634774695886644298,Waterfront Guest Casita,108296569,Cathy & Bob,Northumberland,Chatham,47.01283887841837,-65.52091967314482,Entire home/apt,131,1,0,,,2,109,0,,,131,WATERFRONT GUEST CASITA,waterfront guest casita
2562,634777055401694966,Cheerful 3 br chalet min to beach Chalet Aboiteau,269562683,Kristy,Westmorland,Shediac,46.22542190551758,-64.31304931640625,Entire home/apt,250,2,0,,,1,97,0,,,500,CHEERFUL 3 BR CHALET MIN TO BEACH CHALET ABOITEAU,cheerful 3 br chalet min to beach chalet aboiteau
2563,635426827101624547,"Delightful 1-bedroom tent, sleeps 4 (or more!)",29930176,Sarahh,Westmorland,Salisbury,46.026077,-65.039642,Private room,55,1,2,2022-06-05,2.0,1,353,2,,2022.0,55,"DELIGHTFUL 1-BEDROOM TENT, SLEEPS 4 (OR MORE!)","delightful 1-bedroom tent, sleeps 4 (or more!)"
2564,635555643205549719,Maison/cottage avec vue sur la rivière!,305513846,Mylène,Gloucester,Inkerman,47.671989,-64.809013,Entire home/apt,108,3,0,,,1,300,0,,,324,MAISON/COTTAGE AVEC VUE SUR LA RIVIÈRE!,maison/cottage avec vue sur la rivière!
2565,635660879870960232,Private 1 Queen Bedroom Suite with free parking.,353266622,SuPreet,Westmorland,Moncton,46.126587,-64.876831,Entire home/apt,123,1,1,2022-06-06,1.0,1,340,1,,2022.0,123,PRIVATE 1 QUEEN BEDROOM SUITE WITH FREE PARKING.,private 1 queen bedroom suite with free parking.
2566,635676959404947432,Double Bedroom at Downtown Fredricton,461135234,Anna Elizabeth,York,Fredericton,45.95081,-66.63483,Private room,55,1,1,2022-06-18,1.0,3,64,1,,2022.0,55,DOUBLE BEDROOM AT DOWNTOWN FREDRICTON,double bedroom at downtown fredricton
2567,636056714279219751,Bell tent experience,76194592,Linda,Westmorland,Moncton,46.15479,-64.6681,Entire home/apt,80,1,0,,,1,354,0,,,80,BELL TENT EXPERIENCE,bell tent experience
2568,636358919239353425,Stylish 2-Bedroom Home in Shediac,443407943,Nik,Westmorland,Shediac,46.22814,-64.51368,Entire home/apt,181,2,0,,,1,319,0,,,362,STYLISH 2-BEDROOM HOME IN SHEDIAC,stylish 2-bedroom home in shediac
2569,598423742862652921,Private room in a 2 bedroom with free parking,439360531,Anjolaoluwa,York,Fredericton,45.94115,-66.66111,Private room,55,1,6,2022-06-11,2.43,2,357,6,,2022.0,55,PRIVATE ROOM IN A 2 BEDROOM WITH FREE PARKING,private room in a 2 bedroom with free parking
2570,640421136139889826,Vacation on the  restigouche river,462204211,Samantha,Restigouche,Eldon,47.95302962177774,-66.94449454452767,Entire home/apt,120,1,1,2022-06-23,1.0,1,67,1,,2022.0,120,VACATION ON THE  RESTIGOUCHE RIVER,vacation on the  restigouche river
2571,640459020611155937,Nordic Spa Retreat on Bay of Fundy,462214196,Jenn,Saint John,Simonds,45.26095,-65.73409,Entire home/apt,200,2,0,,,1,112,0,,,400,NORDIC SPA RETREAT ON BAY OF FUNDY,nordic spa retreat on bay of fundy
2572,622172254005155390,Seeley King  *Private  Bathroom not attached,65908805,Peter,Saint John,Saint Martins,45.35375,-65.53739,Private room,155,1,2,2022-06-05,1.76,8,339,2,,2022.0,155,SEELEY KING  *PRIVATE  BATHROOM NOT ATTACHED,seeley king  *private  bathroom not attached
2573,640695054497280476,Al N D's hidden Jem,462276152,Denise,Kent,Dundas,46.31917,-64.70903,Entire home/apt,92,7,0,,,1,69,0,,,644,AL N D'S HIDDEN JEM,al n d's hidden jem
2574,641095312781200802,Little Brick House,82265551,Jamie,York,Fredericton,45.96089,-66.67429,Entire home/apt,275,2,1,2022-06-19,1.0,1,302,1,,2022.0,550,LITTLE BRICK HOUSE,little brick house
2575,622260870278347832,Brown Room Queen bedroom,65908805,Peter,Saint John,Saint Martins,45.35344,-65.53764,Private room,146,1,6,2022-06-19,5.0,8,331,6,,2022.0,146,BROWN ROOM QUEEN BEDROOM,brown room queen bedroom
2576,641300811538589952,The Retreat on Rockland: A getaway near downtown,84946309,Nicholas,Westmorland,Moncton,46.10561,-64.77742,Entire home/apt,289,1,1,2022-06-19,1.0,1,100,1,,2022.0,289,THE RETREAT ON ROCKLAND: A GETAWAY NEAR DOWNTOWN,the retreat on rockland: a getaway near downtown
2577,641351261932339478,Cheerful 3 Single Bedrooms with Single Beds,146205316,Shirley,Saint John,City of Saint John,45.27557,-66.08095,Private room,180,3,0,,,2,361,0,,,540,CHEERFUL 3 SINGLE BEDROOMS WITH SINGLE BEDS,cheerful 3 single bedrooms with single beds
2578,622281577543900560,Bay Watch Queen Room on the Bay of Fundy,65908805,Peter,Saint John,Saint Martins,45.35329,-65.53757,Private room,146,1,2,2022-06-12,2.0,8,334,2,,2022.0,146,BAY WATCH QUEEN ROOM ON THE BAY OF FUNDY,bay watch queen room on the bay of fundy
2579,622388074482681449,Waterfront cottage with amazing sunrises,300266169,Venessa,Kent,Dundas,46.36528,-64.61689,Entire home/apt,257,3,0,,,1,307,0,,,771,WATERFRONT COTTAGE WITH AMAZING SUNRISES,waterfront cottage with amazing sunrises
2580,641371629246038482,Basement bedroom with private bathroom,181977679,Alex,Westmorland,Moncton,46.08059,-64.73354,Private room,55,1,0,,,1,137,0,,,55,BASEMENT BEDROOM WITH PRIVATE BATHROOM,basement bedroom with private bathroom
2581,622655680578410518,Vacation Home in the Heart of Caraquet,30431708,Alexandre,Gloucester,Caraquet,47.79433,-64.93396,Entire home/apt,280,1,0,,,2,176,0,,,280,VACATION HOME IN THE HEART OF CARAQUET,vacation home in the heart of caraquet
2582,641389674965296922,La vie en rose,462430929,Constance,Madawaska,Madawaska,47.39791,-68.30239999999999,Private room,85,1,1,2022-06-23,1.0,1,356,1,,2022.0,85,LA VIE EN ROSE,la vie en rose
2583,622957551663788783,Queen room with private bath and river view,453508284,Paradise On The Hill,Albert,Coverdale,46.00429,-64.70819,Private room,120,1,1,2022-05-19,0.79,2,347,1,,2022.0,120,QUEEN ROOM WITH PRIVATE BATH AND RIVER VIEW,queen room with private bath and river view
2584,641473311101080773,"MOTEL LEO, Grand Falls, NB, Canada.",107908941,Vj,Madawaska,Saint-Andre,47.0699374,-67.78565130000001,Private room,144,1,0,,,1,363,0,,,144,"MOTEL LEO, GRAND FALLS, NB, CANADA.","motel leo, grand falls, nb, canada."
2585,623044606628388833,Oceanfront Cottage Steps Away From Private Beach,1991349,Tina,Gloucester,Inkerman,47.61275,-64.81219,Entire home/apt,223,2,0,,,1,85,0,,,446,OCEANFRONT COTTAGE STEPS AWAY FROM PRIVATE BEACH,oceanfront cottage steps away from private beach
2586,641521465449044889,Bancroft Point Cottage,36046235,Chaz,Charlotte,Grand Manan,44.71954,-66.74481999999999,Entire home/apt,175,1,0,,,1,40,0,,,175,BANCROFT POINT COTTAGE,bancroft point cottage
2587,623085709724776444,🥰 Wow! Enjoy Nice & Clean 3 bedrooms NBCC MONCTON,217958381,Rafael,Westmorland,Moncton,46.10234,-64.82146,Entire home/apt,100,1,0,,,56,31,0,,,100,🥰 WOW! ENJOY NICE & CLEAN 3 BEDROOMS NBCC MONCTON,🥰 wow! enjoy nice & clean 3 bedrooms nbcc moncton
2588,642002565131366919,Lovely 2 bedroom condo with pool,131155757,Nicole,Westmorland,Shediac,46.23511,-64.45722,Entire home/apt,192,6,0,,,4,59,0,,,1152,LOVELY 2 BEDROOM CONDO WITH POOL,lovely 2 bedroom condo with pool
2589,623089588835476063,Cheerful 2 bedroom home on private lot,76138038,Dayle,Charlotte,Saint Stephen,45.195332,-67.276764,Entire home/apt,235,4,0,,,1,343,0,,,940,CHEERFUL 2 BEDROOM HOME ON PRIVATE LOT,cheerful 2 bedroom home on private lot
2590,623173228171319641,Wow! Enjoy Nice & Clean 3 bedrooms ap NBCC MONCT,217958381,Rafael,Westmorland,Moncton,46.10178,-64.82017,Entire home/apt,137,1,1,2022-06-08,1.0,56,7,1,,2022.0,137,WOW! ENJOY NICE & CLEAN 3 BEDROOMS AP NBCC MONCT,wow! enjoy nice & clean 3 bedrooms ap nbcc monct
2591,623307296952841504,Spacious home close to Sussex & Fundy Park,183749728,Gina,Kings,Cardwell,45.77519,-65.38092,Entire home/apt,185,2,0,,,1,323,0,,,370,SPACIOUS HOME CLOSE TO SUSSEX & FUNDY PARK,spacious home close to sussex & fundy park
2592,623369685015786269,Mr. E's Camping 🏕,458316981,Christopher,Westmorland,Sackville,46.00848,-64.29214,Entire home/apt,55,1,0,,,1,364,0,,,55,MR. E'S CAMPING 🏕,mr. e's camping 🏕
2593,623706478038704520,Al Love Queen Room on the Bay of Fundy,65908805,Peter,Saint John,Saint Martins,45.3554,-65.53759,Private room,146,1,0,,,8,350,0,,,146,AL LOVE QUEEN ROOM ON THE BAY OF FUNDY,al love queen room on the bay of fundy
2594,623711814981815758,Cozy 3-Bedroom walking distance to the beach,458385972,Lise,Westmorland,Shediac,46.22085,-64.31527,Entire home/apt,161,2,0,,,1,158,0,,,322,COZY 3-BEDROOM WALKING DISTANCE TO THE BEACH,cozy 3-bedroom walking distance to the beach
2595,623741413190149058,Captain Carson twin bedroom Bay of Fundy,65908805,Peter,Saint John,Saint Martins,45.35479,-65.53905,Private room,148,1,0,,,8,335,0,,,148,CAPTAIN CARSON TWIN BEDROOM BAY OF FUNDY,captain carson twin bedroom bay of fundy
2596,623755478558457687,The River View at Northampton,458397836,Karen,Carleton,Northampton,46.00422,-67.50119,Entire home/apt,139,2,0,,,1,352,0,,,278,THE RIVER VIEW AT NORTHAMPTON,the river view at northampton
2597,623810301256135874,Comfy Private Room-2 with free parking on premises,133437971,Ed,Saint John,City of Saint John,45.28349,-66.07117,Private room,34,1,3,2022-06-24,2.31,9,324,3,,2022.0,34,COMFY PRIVATE ROOM-2 WITH FREE PARKING ON PREMISES,comfy private room-2 with free parking on premises
2598,623814887975822292,Comfy Private Room-5 with free parking on premises,133437971,Ed,Saint John,City of Saint John,45.28364,-66.07096,Private room,34,1,3,2022-06-03,3.0,9,351,3,,2022.0,34,COMFY PRIVATE ROOM-5 WITH FREE PARKING ON PREMISES,comfy private room-5 with free parking on premises
2599,623816986169278135,Comfy Private Room-3 with free parking on premises,133437971,Ed,Saint John,City of Saint John,45.2828,-66.07274,Private room,34,1,1,2022-05-22,0.86,9,345,1,,2022.0,34,COMFY PRIVATE ROOM-3 WITH FREE PARKING ON PREMISES,comfy private room-3 with free parking on premises
2600,623822658144123966,Comfy Private Room-4 with free parking on premises,133437971,Ed,Saint John,City of Saint John,45.28202,-66.07272,Private room,35,1,2,2022-06-06,1.43,9,355,2,,2022.0,35,COMFY PRIVATE ROOM-4 WITH FREE PARKING ON PREMISES,comfy private room-4 with free parking on premises
2601,624093500934166507,Picturesque Lakehouse ***Hot Tub***,214697288,Tamara,Queens,Canning,45.95953,-66.06496,Entire home/apt,220,3,1,2022-06-12,1.0,1,287,1,,2022.0,660,PICTURESQUE LAKEHOUSE ***HOT TUB***,picturesque lakehouse ***hot tub***
2602,624559235165097572,"New Large 3 Bedroom Home, 5 Mins from Parlee Beach",458596416,Jacques,Westmorland,Shediac,46.21165,-64.5192,Entire home/apt,400,5,0,,,1,37,0,,,2000,"NEW LARGE 3 BEDROOM HOME, 5 MINS FROM PARLEE BEACH","new large 3 bedroom home, 5 mins from parlee beach"
2603,624704898441100632,Chalet près de la plage à Maisonnette NB.,168449627,Jacques,Gloucester,New Bandon,47.83422,-64.99059,Entire home/apt,145,5,0,,,1,306,0,,,725,CHALET PRÈS DE LA PLAGE À MAISONNETTE NB.,chalet près de la plage à maisonnette nb.
2604,636692289087333946,"Dock of the Bay, Unit C",262775490,Patricia,Westmorland,Shediac,46.21869,-64.55255,Entire home/apt,185,1,0,,,2,344,0,,,185,"DOCK OF THE BAY, UNIT C","dock of the bay, unit c"
2605,636744634344374759,Sunshine Cabin 🟡 | Fox River Chalets,405867359,Connie,Kent,Dundas,46.312706,-64.697372,Entire home/apt,260,2,0,,,2,300,0,,,520,SUNSHINE CABIN 🟡 | FOX RIVER CHALETS,sunshine cabin 🟡 | fox river chalets
2606,636976537779167197,*NEW*  3 Bedroom Tidal View Cottage #2,461403023,Ashley,Albert,Alma,45.6062,-64.94578,Entire home/apt,245,2,0,,,1,305,0,,,490,*NEW*  3 BEDROOM TIDAL VIEW COTTAGE #2,*new*  3 bedroom tidal view cottage #2
2607,637053695225662269,Cabin along the beautiful Belleisle Bay,461418420,Danny,Kings,Kingston,45.59317,-65.91964,Entire home/apt,146,1,0,,,1,142,0,,,146,CABIN ALONG THE BEAUTIFUL BELLEISLE BAY,cabin along the beautiful belleisle bay
2608,637195901812937907,Spacious n lovely private room perfect for couple,461442317,Michelle,Westmorland,Moncton,46.111385,-64.820755,Private room,47,1,0,,,2,215,0,,,47,SPACIOUS N LOVELY PRIVATE ROOM PERFECT FOR COUPLE,spacious n lovely private room perfect for couple
2609,637226911795170070,Lovely private bedroom for couple and travelers,461442317,Michelle,Westmorland,Moncton,46.11228,-64.82178,Private room,44,1,8,2022-06-21,8.0,2,47,8,,2022.0,44,LOVELY PRIVATE BEDROOM FOR COUPLE AND TRAVELERS,lovely private bedroom for couple and travelers
2610,637399266960393882,Beautiful new one bedroom with free parking,461475495,Roy,York,Manners Sutton,45.75173,-67.01989,Entire home/apt,145,1,1,2022-06-19,1.0,1,137,1,,2022.0,145,BEAUTIFUL NEW ONE BEDROOM WITH FREE PARKING,beautiful new one bedroom with free parking
2611,637518796956592217,Lovely 1 bedroom uptown.,20575529,Dave,Saint John,City of Saint John,45.27836,-66.05702,Entire home/apt,107,1,0,,,1,285,0,,,107,LOVELY 1 BEDROOM UPTOWN.,lovely 1 bedroom uptown.
2612,637544757546398931,Beautiful Waterfront Spare Lot,399541751,Robin,York,Prince William,45.74369,-67.19641,Entire home/apt,52,1,0,,,1,365,0,,,52,BEAUTIFUL WATERFRONT SPARE LOT,beautiful waterfront spare lot
2613,637645994287597751,Beautiful like new trailer,91646154,Momo,Westmorland,Moncton,46.12791,-64.8229,Entire home/apt,116,6,0,,,1,89,0,,,696,BEAUTIFUL LIKE NEW TRAILER,beautiful like new trailer
2614,637704980666670238,Cozy bright 3-bedroom home in the Saint John area,359225804,Olga,Kings,Rothesay,45.43665,-65.98332,Entire home/apt,210,1,0,,,1,321,0,,,210,COZY BRIGHT 3-BEDROOM HOME IN THE SAINT JOHN AREA,cozy bright 3-bedroom home in the saint john area
2615,637730751467224497,"Welcome to Birch Landing, a cozy 3-bedroom cottage",66132945,Michelle,Westmorland,Shediac,46.26659,-64.581711,Entire home/apt,160,7,0,,,1,155,0,,,1120,"WELCOME TO BIRCH LANDING, A COZY 3-BEDROOM COTTAGE","welcome to birch landing, a cozy 3-bedroom cottage"
2616,637854221415649363,Waterfront Oasis with hot tub| King bed,230958093,Jessica,York,Prince William,45.898167,-67.015411,Entire home/apt,396,2,0,,,12,114,0,,,792,WATERFRONT OASIS WITH HOT TUB| KING BED,waterfront oasis with hot tub| king bed
2617,638121837200665485,Very nice cozy 2 bedroom home North End,411969310,Corinne,Westmorland,Moncton,46.12349,-64.87288,Entire home/apt,196,3,0,,,7,292,0,,,588,VERY NICE COZY 2 BEDROOM HOME NORTH END,very nice cozy 2 bedroom home north end
2618,638232272894180438,Cheerful 3-bed cottage 8 min walk to Parlee Beach,252277,Sarah,Westmorland,Shediac,46.23505,-64.51456,Entire home/apt,232,1,2,2022-06-19,2.0,20,118,2,,2022.0,232,CHEERFUL 3-BED COTTAGE 8 MIN WALK TO PARLEE BEACH,cheerful 3-bed cottage 8 min walk to parlee beach
2619,638265265082470590,Cheerful + Central 2 bdrm - Smart TV + Laundry,252277,Sarah,Westmorland,Moncton,46.09518,-64.75355,Entire home/apt,156,1,0,,,20,326,0,,,156,CHEERFUL + CENTRAL 2 BDRM - SMART TV + LAUNDRY,cheerful + central 2 bdrm - smart tv + laundry
2620,638265305395601380,"Bright Loft-Style 1-bedroom - Parking, Smart TV",252277,Sarah,Westmorland,Moncton,46.09504,-64.75458,Entire home/apt,111,1,0,,,20,334,0,,,111,"BRIGHT LOFT-STYLE 1-BEDROOM - PARKING, SMART TV","bright loft-style 1-bedroom - parking, smart tv"
2621,638803769841200112,Broced cottage,245291535,Andre Michel,Kent,Saint Mary,46.39416,-64.84178,Entire home/apt,126,3,0,,,1,335,0,,,378,BROCED COTTAGE,broced cottage
2622,625193654164061437,Cheerful two bedroom home all the amenities NB,406734192,Luc,Kings,Sussex,45.714596,-65.484169,Entire home/apt,115,7,0,,,1,3,0,,,805,CHEERFUL TWO BEDROOM HOME ALL THE AMENITIES NB,cheerful two bedroom home all the amenities nb
2623,642004394382305806,Single bedroom at Downtown Fredricton,461135234,Anna Elizabeth,York,Fredericton,45.95252,-66.63496,Private room,49,1,3,2022-06-23,3.0,3,56,3,,2022.0,49,SINGLE BEDROOM AT DOWNTOWN FREDRICTON,single bedroom at downtown fredricton
2624,642480323807291279,Cozy private basement apartment with parking,72548395,Mark,Westmorland,Moncton,46.11009094799231,-64.74768675863743,Entire home/apt,99,1,1,2022-06-15,1.0,1,326,1,,2022.0,99,COZY PRIVATE BASEMENT APARTMENT WITH PARKING,cozy private basement apartment with parking
2625,625506130903988900,"Cozy, quaint three bedroom Guest home…",157835647,Maggie,York,Stanley,46.28334,-66.740883,Private room,220,1,0,,,4,183,0,,,220,"COZY, QUAINT THREE BEDROOM GUEST HOME…","cozy, quaint three bedroom guest home…"
2626,642575443397111533,Caissie Cottage,173177227,Carol,Kent,Dundas,46.33656999999999,-64.566,Entire home/apt,250,2,0,,,2,322,0,,,500,CAISSIE COTTAGE,caissie cottage
2627,625542138909278829,Welcome to the Babbling Brook near Crabbe Mountain,458832856,Wesley,York,Southhampton,46.131142,-67.190353,Entire home/apt,130,2,1,2022-06-20,1.0,1,346,1,,2022.0,260,WELCOME TO THE BABBLING BROOK NEAR CRABBE MOUNTAIN,welcome to the babbling brook near crabbe mountain
2628,642927965018686147,Cozy private room in a 2 bedroom apartment,362794824,Kryss,York,Fredericton,45.94285,-66.65944,Private room,70,1,1,2022-06-17,1.0,1,334,1,,2022.0,70,COZY PRIVATE ROOM IN A 2 BEDROOM APARTMENT,cozy private room in a 2 bedroom apartment
2629,625847182771547388,"Lovely,newly renovated 2 Bedroom apartment.",383502676,June,Saint John,City of Saint John,45.275566,-66.080009,Entire home/apt,155,1,2,2022-05-24,1.71,2,357,2,,2022.0,155,"LOVELY,NEWLY RENOVATED 2 BEDROOM APARTMENT.","lovely,newly renovated 2 bedroom apartment."
2630,643369174400423294,Master bedroom with pool & sauna,462873391,Benjamin,Westmorland,Moncton,46.1018331,-64.85673840000001,Private room,55,1,2,2022-06-21,2.0,1,114,2,,2022.0,55,MASTER BEDROOM WITH POOL & SAUNA,master bedroom with pool & sauna
2631,626638184955967894,Oceanside Luxury Lofts,170456778,Carter,Charlotte,Lepreau,45.13933,-66.51728,Entire home/apt,220,2,1,2022-06-05,1.0,1,357,1,,2022.0,440,OCEANSIDE LUXURY LOFTS,oceanside luxury lofts
2632,626809259405863644,Getaway St Andrews - 2 + 2 Bedrooms,430402885,Sue,Charlotte,Saint Andrews,45.074593,-67.044754,Entire home/apt,244,3,0,,,1,47,0,,,732,GETAWAY ST ANDREWS - 2 + 2 BEDROOMS,getaway st andrews - 2 + 2 bedrooms
2633,643571275519567083,Spectacular historical room-queen bed.,121322838,Positive ❤️Heart Living.P,York,Fredericton,45.94805,-66.63478,Private room,88,1,4,2022-06-23,4.0,6,331,4,,2022.0,88,SPECTACULAR HISTORICAL ROOM-QUEEN BED.,spectacular historical room-queen bed.
2634,626868307216912219,Cool and Bright room with free Parking near UNB,90342068,Amit,York,Fredericton,45.94741,-66.64926,Private room,45,1,0,,,2,291,0,,,45,COOL AND BRIGHT ROOM WITH FREE PARKING NEAR UNB,cool and bright room with free parking near unb
2635,626888442373014134,Luxurious Waterfront Beach House in Parlee Beach,459105385,Serge,Westmorland,Shediac,46.240009,-64.515877,Entire home/apt,427,2,6,2022-06-20,4.39,1,311,6,,2022.0,854,LUXURIOUS WATERFRONT BEACH HOUSE IN PARLEE BEACH,luxurious waterfront beach house in parlee beach
2636,643584196751977277,Beautiful rustic cabin on the banks of Miramichi,462942557,Ledwick,Northumberland,Ludlow,46.52678,-66.25845,Entire home/apt,200,1,0,,,1,365,0,,,200,BEAUTIFUL RUSTIC CABIN ON THE BANKS OF MIRAMICHI,beautiful rustic cabin on the banks of miramichi
2637,643995421282008887,2 Bedroom Country Apartment in Shediac Parish,279422403,Keith,Westmorland,Shediac,46.21936,-64.66458,Entire home/apt,156,1,1,2022-06-23,1.0,1,327,1,,2022.0,156,2 BEDROOM COUNTRY APARTMENT IN SHEDIAC PARISH,2 bedroom country apartment in shediac parish
2638,644427970080420676,Wow! Enjoy Nice & Clean 3 bedrooms- UniversityM,217958381,Rafael,Westmorland,Moncton,46.10662,-64.80097,Entire home/apt,92,1,0,,,56,27,0,,,92,WOW! ENJOY NICE & CLEAN 3 BEDROOMS- UNIVERSITYM,wow! enjoy nice & clean 3 bedrooms- universitym
2639,627255403232251345,"Cheerful 4 bedroom family cottage, close to beach",81511905,Cheddi,Westmorland,Shediac,46.231087,-64.407516,Entire home/apt,265,3,0,,,1,64,0,,,795,"CHEERFUL 4 BEDROOM FAMILY COTTAGE, CLOSE TO BEACH","cheerful 4 bedroom family cottage, close to beach"
2640,644709327065018644,Chalet des chaleurs,463200012,Brigitte Et Israël,Restigouche,Colborne,48.00248,-66.3298499,Entire home/apt,250,2,0,,,1,348,0,,,500,CHALET DES CHALEURS,chalet des chaleurs
2641,627515193675198930,A cozy place,265895464,Melissa,Restigouche,Addington,48.00194,-66.67459,Entire home/apt,200,2,1,2022-06-05,1.0,6,39,1,,2022.0,400,A COZY PLACE,a cozy place
2642,650535539049667916,Chalet du Capitaine 2.0,76098660,Stéphanie,Gloucester,Shippagan,47.86679,-64.52592,Entire home/apt,80,4,0,,,2,333,0,,,320,CHALET DU CAPITAINE 2.0,chalet du capitaine 2.0
2643,650611190233338109,Adorable 2 bedroom apt overlooking water priv deck,43017845,Kim,Westmorland,Moncton,46.05737209999999,-64.84877,Entire home/apt,132,2,0,,,1,347,0,,,264,ADORABLE 2 BEDROOM APT OVERLOOKING WATER PRIV DECK,adorable 2 bedroom apt overlooking water priv deck
2644,650648302673772737,*NEW* 3 Bedroom Tidal View Cottage #1,464578706,Ruth,Albert,Alma,45.60769,-64.94399,Entire home/apt,245,3,0,,,1,317,0,,,735,*NEW* 3 BEDROOM TIDAL VIEW COTTAGE #1,*new* 3 bedroom tidal view cottage #1
2645,650666779414343921,Cheerful 3 bedroom home with in-law suite,315027166,Joyce,Westmorland,Moncton,46.10575720338942,-64.80070732533932,Entire home/apt,200,2,0,,,2,341,0,,,400,CHEERFUL 3 BEDROOM HOME WITH IN-LAW SUITE,cheerful 3 bedroom home with in-law suite
2646,650953530053675131,"This & That By the Sea, Fundy Bay Seaside Cottage",464651454,Brett,Saint John,Saint Martins,45.3380515,-65.5535408,Entire home/apt,189,2,0,,,1,331,0,,,378,"THIS & THAT BY THE SEA, FUNDY BAY SEASIDE COTTAGE","this & that by the sea, fundy bay seaside cottage"
2647,650953890264785141,"Charming, Modern, Luxurious Moncton North Home",67341805,Martin Jiayu,Westmorland,Moncton,46.11971,-64.83331,Entire home/apt,279,1,1,2022-06-19,1.0,1,108,1,,2022.0,279,"CHARMING, MODERN, LUXURIOUS MONCTON NORTH HOME","charming, modern, luxurious moncton north home"
2648,651360915095740158,Tent 1 at Innzen - Close to Kouchibouguac,26324283,Pierre & Janice,Kent,Saint-Louis,46.70734,-65.06288,Entire home/apt,36,2,0,,,3,365,0,,,72,TENT 1 AT INNZEN - CLOSE TO KOUCHIBOUGUAC,tent 1 at innzen - close to kouchibouguac
2649,651477456867463010,Loft on The Miramichi,250329285,Courtney,Northumberland,Nelson,46.863528144523634,-65.67217882722616,Entire home/apt,112,1,0,,,1,316,0,,,112,LOFT ON THE MIRAMICHI,loft on the miramichi
2650,652047205349918946,Gîte de l'ancien presbytère chambre 1,464526583,Jean-François,Madawaska,Saint-Hilaire,47.2903821,-68.398991,Private room,70,1,0,,,2,348,0,,,70,GÎTE DE L'ANCIEN PRESBYTÈRE CHAMBRE 1,gîte de l'ancien presbytère chambre 1
2651,639010974916957180,Chaleureuse villa entourée de chevreuils,189001673,Christine,Westmorland,Moncton,46.06749,-64.69043,Entire home/apt,154,5,0,,,1,59,0,,,770,CHALEUREUSE VILLA ENTOURÉE DE CHEVREUILS,chaleureuse villa entourée de chevreuils
2652,639051399852940812,New 2 bedroom rental unit in the heart of downtown,147027001,Marla,York,Fredericton,45.9613,-66.63932,Entire home/apt,129,2,1,2022-06-12,1.0,2,319,1,,2022.0,258,NEW 2 BEDROOM RENTAL UNIT IN THE HEART OF DOWNTOWN,new 2 bedroom rental unit in the heart of downtown
2653,639981993541720999,Enchanting Tiny Home 1 KM from downtown Sackville,101536407,Jakob And Jillian,Westmorland,Sackville,45.88507,-64.37406,Entire home/apt,141,1,4,2022-06-21,4.0,1,231,4,,2022.0,141,ENCHANTING TINY HOME 1 KM FROM DOWNTOWN SACKVILLE,enchanting tiny home 1 km from downtown sackville
2654,639985646995306156,Lovely one bedroom apartment close to city,242959333,Daniel,Saint John,City of Saint John,45.28847,-66.03524,Entire home/apt,90,1,6,2022-06-22,6.0,2,308,6,,2022.0,90,LOVELY ONE BEDROOM APARTMENT CLOSE TO CITY,lovely one bedroom apartment close to city
